Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,Warehouse_block_B,Warehouse_block_C,Warehouse_block_D,Warehouse_block_F,Mode_of_Shipment_Road,Mode_of_Shipment_Ship,proba_retraso,riesgo_entrega_tardia,estado_predicho
3,5,144,4,1,5,1104,1,False,False,False,False,False,True,0.7508686698019307,1,En riesgo
4,2,145,2,1,21,1617,1,True,False,False,False,False,True,0.9999462930834236,1,En riesgo
5,3,143,2,1,59,1837,1,False,True,False,False,False,True,0.9946167684372363,1,En riesgo
5,5,227,4,0,53,2624,1,False,False,False,True,False,True,0.9982971005691985,1,En riesgo
2,1,213,3,0,29,2732,1,False,False,True,False,False,True,1.0,1,En riesgo
5,1,144,4,0,37,1658,1,False,False,False,True,False,True,0.9966147629489067,1,En riesgo
3,3,218,3,0,3,2255,1,False,False,False,False,False,True,0.9300894486008182,1,En riesgo
4,2,144,3,1,59,1588,1,True,False,False,False,False,True,0.9992607077689325,1,En riesgo
3,1,238,3,0,17,2624,1,False,True,False,False,False,True,1.0,1,En riesgo
4,5,216,3,2,26,2053,1,False,False,False,True,False,True,1.0,1,En riesgo
4,5,238,3,2,55,3257,1,False,False,True,False,False,True,1.0,1,En riesgo
4,1,141,3,1,47,1250,1,False,False,False,True,False,True,0.9997732733262429,1,En riesgo
3,1,158,2,0,2,1284,1,False,False,False,False,True,False,0.9411431393000295,1,En riesgo
4,2,239,3,0,65,3679,1,True,False,False,False,True,False,1.0,1,En riesgo
4,3,175,2,0,25,1816,1,False,True,False,False,True,False,0.9993848656358476,1,En riesgo
3,2,263,3,0,41,2817,1,False,False,False,True,True,False,1.0,1,En riesgo
3,5,168,2,2,50,1616,1,False,False,True,False,True,False,0.9990507728484568,1,En riesgo
3,4,176,3,2,36,1779,1,False,False,False,True,True,False,0.9995738146743105,1,En riesgo
4,1,150,4,2,60,1024,1,False,False,False,False,True,False,0.9961326653761609,1,En riesgo
4,3,265,2,1,31,2326,1,True,False,False,False,True,False,1.0,1,En riesgo
2,5,263,3,0,5,2947,1,False,True,False,False,True,False,0.8710555373520193,1,En riesgo
5,1,145,3,0,20,1387,1,False,False,False,True,True,False,0.9994929223283546,1,En riesgo
4,2,183,3,0,33,2741,1,False,False,True,False,True,False,1.0,1,En riesgo
3,3,205,3,1,19,2167,1,False,False,False,True,True,False,1.0,1,En riesgo
4,2,160,3,0,64,1714,1,False,False,False,False,True,False,0.9994387533010619,1,En riesgo
3,3,252,2,1,48,2102,1,True,False,False,False,True,False,1.0,1,En riesgo
5,5,222,3,0,10,2280,1,False,True,False,False,True,False,0.9076684733218893,1,En riesgo
3,3,203,2,0,25,3607,1,False,False,False,True,True,False,1.0,1,En riesgo
4,5,220,3,1,40,3516,1,False,False,True,False,True,False,0.9997826027034775,1,En riesgo
3,3,147,4,0,60,1722,1,False,False,False,True,True,False,0.9990511617926778,1,En riesgo
4,4,200,4,1,16,2060,1,False,False,False,False,True,False,0.9998548537587669,1,En riesgo
4,5,224,4,1,21,2026,1,True,False,False,False,True,False,0.9998548537587669,1,En riesgo
3,5,179,2,0,17,1364,1,False,True,False,False,True,False,0.9900377676464196,1,En riesgo
3,4,144,3,0,50,1865,1,False,False,False,True,True,False,0.9999108945583756,1,En riesgo
5,2,247,3,0,17,3889,1,False,False,True,False,False,False,1.0,1,En riesgo
5,4,280,6,1,51,3582,1,False,False,False,True,False,False,1.0,1,En riesgo
3,3,168,2,1,1,1829,1,False,False,False,False,False,False,0.8810165727189314,1,En riesgo
3,5,157,3,1,4,1889,1,True,False,False,False,False,False,0.9113312770492716,1,En riesgo
3,3,189,4,1,51,2208,1,False,True,False,False,False,False,0.9998548537587669,1,En riesgo
3,5,162,2,1,7,1739,1,False,False,False,True,False,False,0.8765394008862443,1,En riesgo
4,1,207,5,0,48,2399,1,False,False,True,False,False,False,1.0,1,En riesgo
5,1,237,2,0,10,3860,1,False,False,False,True,False,False,0.8974277732426331,1,En riesgo
4,4,264,3,2,59,2020,1,False,False,False,False,False,False,0.9978695299837925,1,En riesgo
5,4,149,3,0,51,1645,1,True,False,False,False,False,False,0.9995805700370229,1,En riesgo
5,5,162,3,0,41,1462,1,False,True,False,False,False,False,0.9989091267540207,1,En riesgo
2,1,205,4,1,63,2156,1,False,False,False,True,False,False,1.0,1,En riesgo
2,1,158,3,1,51,1540,1,False,False,True,False,False,False,0.9999053823347704,1,En riesgo
2,2,248,2,0,46,3707,1,False,False,False,True,False,False,1.0,1,En riesgo
3,5,191,3,0,23,3750,1,False,False,False,False,False,False,1.0,1,En riesgo
4,3,146,4,1,24,1844,1,True,False,False,False,False,False,0.9993080550803305,1,En riesgo
3,3,135,3,0,56,1490,1,False,True,False,False,False,False,0.9997930728403845,1,En riesgo
5,1,149,3,0,40,1062,1,False,False,False,True,False,False,0.9996305435604873,1,En riesgo
4,4,220,2,1,7,2551,1,False,False,True,False,False,False,0.9406492464153796,1,En riesgo
5,3,98,5,1,44,1269,1,False,False,False,True,False,False,0.9969480612137254,1,En riesgo
3,4,97,4,0,32,1238,1,False,False,False,False,False,False,0.9931289268557885,1,En riesgo
3,3,183,2,0,53,3932,1,True,False,False,False,False,False,1.0,1,En riesgo
3,3,162,3,1,8,1869,1,False,True,False,False,False,True,0.8999384673486928,1,En riesgo
5,1,114,4,0,47,1443,1,False,False,False,True,False,True,0.9968440522986698,1,En riesgo
6,3,275,5,0,41,2491,1,False,False,True,False,False,True,0.9932328307039241,1,En riesgo
3,2,203,2,1,39,3845,1,False,False,False,True,False,True,0.9999597557484681,1,En riesgo
5,5,205,2,2,65,3671,1,False,False,False,False,False,True,0.9999597557484681,1,En riesgo
3,3,149,3,0,63,1946,1,True,False,False,False,False,True,1.0,1,En riesgo
2,2,112,4,1,56,1138,1,False,True,False,False,False,True,0.9988765327770611,1,En riesgo
3,1,207,3,1,56,3482,1,False,False,False,True,False,True,1.0,1,En riesgo
4,1,261,4,0,58,3427,1,False,False,True,False,False,True,0.9998468707225442,1,En riesgo
5,2,274,3,1,6,3375,1,False,False,False,True,False,True,0.9454807509050062,1,En riesgo
3,5,141,2,0,52,1692,1,False,False,False,False,False,True,0.9999865373349556,1,En riesgo
3,3,166,4,1,17,1498,1,True,False,False,False,False,True,0.9974677182916198,1,En riesgo
5,2,141,3,2,34,1020,1,False,True,False,False,False,True,0.999704528593943,1,En riesgo
4,5,152,3,0,43,1709,1,False,False,False,True,False,True,0.9998159899090464,1,En riesgo
4,2,250,3,0,53,2478,1,False,False,True,False,False,True,1.0,1,En riesgo
4,3,161,3,1,28,1809,1,False,False,False,True,False,True,0.9998297395581903,1,En riesgo
4,3,185,3,1,10,2263,1,False,False,False,False,False,True,0.9302926584690637,1,En riesgo
4,4,176,4,2,52,1096,1,True,False,False,False,False,True,0.9953429060180722,1,En riesgo
3,4,148,3,0,56,1550,1,False,True,False,False,False,True,0.9998742278405698,1,En riesgo
3,2,270,3,0,63,2751,1,False,False,False,True,False,True,1.0,1,En riesgo
3,3,242,3,0,51,3935,1,False,False,True,False,False,True,1.0,1,En riesgo
4,4,150,2,1,3,1285,1,False,False,False,True,False,True,0.8563791711428772,1,En riesgo
4,5,192,3,2,20,3872,1,False,False,False,False,False,True,1.0,1,En riesgo
4,5,116,3,1,54,1314,1,True,False,False,False,False,True,0.9999108945583756,1,En riesgo
3,3,192,3,1,2,3995,1,False,True,False,False,False,True,0.8999303738276765,1,En riesgo
5,5,255,4,1,3,3440,1,False,False,False,True,False,True,0.7377381210959064,1,En riesgo
4,1,161,7,1,18,1294,1,False,False,True,False,False,True,0.9997014768554559,1,En riesgo
4,5,157,3,0,20,1487,1,False,False,False,True,False,True,0.9997091399704171,1,En riesgo
3,2,164,10,2,28,1940,1,False,False,False,False,False,True,0.9997641898679679,1,En riesgo
3,5,162,7,1,16,1052,1,True,False,False,False,False,True,0.9994408314383142,1,En riesgo
3,3,146,2,0,50,1486,1,False,True,False,False,False,True,0.9999865373349556,1,En riesgo
3,2,209,3,1,54,3001,1,False,False,False,True,False,True,1.0,1,En riesgo
5,4,134,2,1,55,1386,1,False,False,True,False,False,True,0.9997870332837074,1,En riesgo
2,1,222,2,1,5,3778,1,False,False,False,True,False,True,0.9027525304591743,1,En riesgo
2,5,139,3,0,27,1233,1,False,False,False,False,False,True,0.9999498706171498,1,En riesgo
2,4,134,3,0,42,1415,1,True,False,False,False,False,True,0.9999498706171498,1,En riesgo
2,5,130,3,0,16,1092,1,False,True,False,False,False,True,0.9999498706171498,1,En riesgo
2,5,133,3,0,62,1596,1,False,False,False,True,False,True,0.9999498706171498,1,En riesgo
2,4,140,3,0,7,1411,1,False,False,True,False,False,True,0.9140074504979487,1,En riesgo
2,2,158,3,0,28,1968,1,False,False,False,True,False,True,0.9997603846241483,1,En riesgo
4,2,270,4,0,46,1736,1,False,False,False,False,False,True,0.9705217090121436,1,En riesgo
2,5,140,3,0,30,1030,1,True,False,False,False,False,True,0.9962460521674233,1,En riesgo
2,2,135,3,0,15,1339,1,False,True,False,False,False,True,0.9998687156169646,1,En riesgo
2,3,136,3,0,19,1568,1,False,False,False,True,False,True,0.9998687156169646,1,En riesgo
2,3,142,3,1,38,7640,1,False,False,True,False,False,True,0.9522147456952403,1,En riesgo
2,2,154,3,1,38,7846,1,False,False,False,True,False,True,0.9703594961055508,1,En riesgo
2,3,139,3,0,9,1471,1,False,False,False,False,False,True,0.9400978351577659,1,En riesgo
2,3,160,3,0,43,1251,1,True,False,False,False,False,True,0.9998687156169646,1,En riesgo
2,4,134,3,0,58,1067,1,False,True,False,False,False,True,0.9999498706171498,1,En riesgo
5,3,161,5,2,48,1883,1,False,False,False,True,False,True,0.9997641898679679,1,En riesgo
2,5,155,3,0,23,1602,1,False,False,True,False,False,True,0.9999498706171498,1,En riesgo
2,3,145,3,1,24,7588,1,False,False,False,True,False,True,0.9590010716969996,1,En riesgo
2,2,157,3,0,1,1477,1,False,False,False,False,False,True,0.9591222998928539,1,En riesgo
2,2,160,3,0,48,1691,1,True,False,False,False,False,True,0.999629100241113,1,En riesgo
2,4,152,3,0,55,1498,1,False,True,False,False,False,True,0.9999498706171498,1,En riesgo
2,5,148,3,2,11,1502,1,False,False,False,True,False,True,0.9937587065030117,1,En riesgo
2,1,127,3,0,15,1522,1,False,False,True,False,False,True,0.9998687156169646,1,En riesgo
2,5,154,3,0,21,1113,1,False,False,False,True,False,True,0.9969620310899309,1,En riesgo
2,5,127,3,0,44,1341,1,False,False,False,False,False,True,0.9999498706171498,1,En riesgo
2,5,160,3,1,31,7401,1,True,False,False,False,False,True,0.9386495619389426,1,En riesgo
2,4,129,3,0,48,1219,1,False,True,False,False,False,True,0.9999498706171498,1,En riesgo
2,5,158,3,0,40,1722,1,False,False,False,True,False,True,0.9999498706171498,1,En riesgo
4,3,185,3,1,3,3131,1,False,False,True,False,False,True,0.9305261845815553,1,En riesgo
4,4,176,4,2,63,1293,1,False,False,False,True,False,True,0.9940626402129569,1,En riesgo
3,4,148,3,0,37,1523,1,False,False,False,False,False,True,0.9998742278405698,1,En riesgo
3,5,270,3,0,60,3885,1,True,False,False,False,False,True,1.0,1,En riesgo
3,4,242,3,0,29,2381,1,False,True,False,False,False,True,1.0,1,En riesgo
4,3,150,2,1,31,1588,1,False,False,False,True,False,True,0.9999462930834236,1,En riesgo
4,2,192,3,2,4,2061,1,False,False,True,False,False,True,0.9426552182642554,1,En riesgo
4,5,116,3,1,9,1314,1,False,False,False,True,False,True,0.9235018502439446,1,En riesgo
3,4,192,3,1,31,3331,1,False,False,False,False,False,True,1.0,1,En riesgo
5,4,255,4,1,38,2771,1,True,False,False,False,False,True,0.9966314778849521,1,En riesgo
4,3,161,7,1,63,1496,1,False,True,False,False,False,True,0.9995946269168264,1,En riesgo
4,2,157,3,0,48,1393,1,False,False,False,True,False,True,0.9996783686769136,1,En riesgo
3,2,164,10,2,14,1375,1,False,False,True,False,False,True,0.9938264560533256,1,En riesgo
3,3,162,7,1,42,1278,1,False,False,False,True,False,True,0.9989187102265034,1,En riesgo
3,1,146,2,0,54,1528,1,False,False,False,False,False,True,0.9999865373349556,1,En riesgo
3,4,209,3,1,60,2240,1,True,False,False,False,False,True,0.9997826027034775,1,En riesgo
5,5,134,2,1,53,1088,1,False,True,False,False,False,True,0.9998272775352394,1,En riesgo
2,1,222,2,1,58,3626,1,False,False,False,True,False,True,0.9962595148324678,1,En riesgo
2,1,139,3,0,39,1582,1,False,False,True,False,False,True,0.9998687156169646,1,En riesgo
2,2,134,3,0,38,1352,1,False,False,False,True,False,True,0.9998687156169646,1,En riesgo
2,3,130,3,0,48,1801,1,False,False,False,False,False,True,0.9998687156169646,1,En riesgo
2,2,133,3,0,5,1268,1,True,False,False,False,False,True,0.9503815670828333,1,En riesgo
2,3,140,3,0,23,1372,1,False,True,False,False,False,True,0.9998687156169646,1,En riesgo
2,3,158,3,0,10,1515,1,False,False,False,True,False,True,0.8960069931235424,1,En riesgo
4,5,270,4,0,65,1818,1,False,False,True,False,False,True,0.9730939208725783,1,En riesgo
2,4,140,3,0,33,1278,1,False,False,False,True,False,True,0.9999498706171498,1,En riesgo
2,2,135,3,0,58,1734,1,False,False,False,False,False,True,0.999629100241113,1,En riesgo
2,4,136,3,0,43,1958,1,True,False,False,False,False,True,1.0,1,En riesgo
2,1,142,3,1,8,6064,1,False,True,False,False,False,True,0.6346184634980656,1,En riesgo
2,4,154,3,1,48,7684,1,False,False,False,True,False,True,0.9451199780881125,1,En riesgo
2,3,139,3,0,3,1788,1,False,False,True,False,False,True,0.9272527477009191,1,En riesgo
2,4,160,3,0,50,1030,1,False,False,False,True,True,False,0.9969986978077366,1,En riesgo
2,2,134,3,0,38,1530,1,False,False,False,False,True,False,0.9998687156169646,1,En riesgo
5,5,161,5,2,54,1511,1,True,False,False,False,True,False,0.9938409326213086,1,En riesgo
2,3,155,3,0,45,1639,1,False,True,False,False,True,False,0.9998687156169646,1,En riesgo
2,2,145,3,1,5,6102,1,False,False,False,True,True,False,0.6114648671643971,1,En riesgo
2,1,157,3,0,58,1930,1,False,False,True,False,True,False,0.9997603846241483,1,En riesgo
2,5,160,3,0,19,1399,1,False,False,False,True,True,False,0.9999498706171498,1,En riesgo
2,2,152,3,0,61,1800,1,False,False,False,False,True,False,0.999629100241113,1,En riesgo
2,2,148,3,2,35,1349,1,True,False,False,False,True,False,0.9999865373349556,1,En riesgo
2,2,127,3,0,13,1128,1,False,True,False,False,True,False,0.9997751154007498,1,En riesgo
2,2,129,3,1,22,6614,1,False,False,False,True,True,False,0.950731715123913,1,En riesgo
2,3,158,3,0,13,1245,1,False,False,True,False,True,False,0.9998687156169646,1,En riesgo
2,4,147,3,0,5,1920,1,False,False,False,True,True,False,0.8963028334683381,1,En riesgo
2,5,159,3,0,49,1621,1,False,False,False,False,True,False,0.9999498706171498,1,En riesgo
2,3,151,3,0,23,1930,1,True,False,False,False,True,False,1.0,1,En riesgo
3,1,294,4,0,52,1089,1,False,True,False,False,True,False,0.974866686156254,1,En riesgo
3,2,226,2,1,45,1446,1,False,False,False,True,True,False,0.9575175041404688,1,En riesgo
5,3,271,5,2,9,1813,1,False,False,True,False,True,False,0.4727800250834672,1,En riesgo
7,2,203,5,1,61,1856,1,False,False,False,True,True,False,0.9861917916685258,1,En riesgo
2,3,264,4,0,10,1648,1,False,False,False,False,True,False,0.5641050726144499,1,En riesgo
4,1,258,3,1,36,2211,1,True,False,False,False,True,False,0.999353545785384,1,En riesgo
3,5,241,3,0,21,3078,1,False,True,False,False,True,False,1.0,1,En riesgo
4,5,208,3,1,23,2056,1,False,False,False,True,False,False,0.9997826027034775,1,En riesgo
3,2,209,5,1,12,3054,1,False,False,True,False,False,False,1.0,1,En riesgo
5,1,182,2,1,23,2707,1,False,False,False,True,False,False,0.9999597557484681,1,En riesgo
4,5,148,2,1,43,1087,1,False,False,False,False,False,False,0.9999865373349556,1,En riesgo
2,3,183,2,1,52,3199,1,True,False,False,False,False,False,0.9958830027875891,1,En riesgo
3,5,229,6,1,22,2717,1,False,True,False,False,False,False,0.9942849092344592,1,En riesgo
5,5,115,5,0,26,1692,1,False,False,False,True,False,False,0.9955197967437178,1,En riesgo
4,2,136,3,0,65,1962,1,False,False,True,False,False,False,0.994702146692625,1,En riesgo
4,4,212,3,0,21,3307,1,False,False,False,True,False,False,0.9997826027034775,1,En riesgo
4,3,171,3,0,24,1304,1,False,False,False,False,False,False,0.9973400747179478,1,En riesgo
3,1,151,2,0,60,1925,1,True,False,False,False,False,False,1.0,1,En riesgo
3,1,205,3,1,39,3062,1,False,True,False,False,False,False,1.0,1,En riesgo
5,4,147,3,1,23,1132,1,False,False,False,True,False,False,0.9959349895188199,1,En riesgo
3,3,155,3,0,29,1712,1,False,False,True,False,False,False,0.9997930728403845,1,En riesgo
5,4,165,3,0,20,1150,1,False,False,False,True,False,False,0.9989091267540207,1,En riesgo
5,5,230,3,0,32,3249,1,False,False,False,False,False,False,0.9997826027034775,1,En riesgo
2,4,181,4,1,13,2309,1,True,False,False,False,False,False,1.0,1,En riesgo
5,3,234,2,0,55,3308,1,False,True,False,False,False,False,1.0,1,En riesgo
4,4,149,3,0,34,1977,1,False,False,False,True,False,False,0.9999417620684767,1,En riesgo
5,5,156,2,0,44,1561,1,False,False,True,False,False,False,0.9996928795314087,1,En riesgo
4,2,172,3,1,59,1858,1,False,False,False,True,False,False,0.9958011653515696,1,En riesgo
4,4,270,3,0,12,3279,1,False,False,False,False,False,False,1.0,1,En riesgo
4,1,206,3,1,23,3807,1,True,False,False,False,False,True,1.0,1,En riesgo
4,3,211,4,1,40,3106,1,False,True,False,False,False,True,0.9998548537587669,1,En riesgo
3,2,136,4,0,62,1090,1,False,False,False,True,False,True,0.9948408580192724,1,En riesgo
5,1,186,2,2,52,3981,1,False,False,True,False,False,True,0.996971916221249,1,En riesgo
3,1,202,2,1,62,3398,1,False,False,False,True,False,True,0.9999597557484681,1,En riesgo
4,2,183,3,1,12,3646,1,False,False,False,False,False,True,0.9994874344426898,1,En riesgo
4,4,232,2,0,36,2861,1,True,False,False,False,False,True,1.0,1,En riesgo
4,2,147,4,1,52,1129,1,False,True,False,False,False,True,0.9987313865358278,1,En riesgo
4,3,136,3,1,20,1531,1,False,False,False,True,False,True,0.9998297395581903,1,En riesgo
5,3,127,3,0,43,1446,1,False,False,True,False,False,True,0.9995110640993721,1,En riesgo
4,5,202,2,1,35,3695,1,False,False,False,True,False,True,0.9999597557484681,1,En riesgo
3,4,241,2,0,57,3671,1,False,False,False,False,False,True,1.0,1,En riesgo
4,3,222,2,1,55,3833,1,True,False,False,False,False,True,0.9962595148324678,1,En riesgo
